"respid","LOCALRATING","COMATTACH","INFLUENCE","LOCMED_INTOUCH","NEWS_LEVELa","NEWS_LEVELb","NEWS_LEVELc","NEWS_LEVELd","LOCNEWSWEBa","LOCNEWSWEBb","NEWSALERTS","LOCAL_PREFER","PROVIDERa","PROVIDERb","PROVIDERc","PROVIDERd","PROVIDERe","PROVIDERf","PROVIDERg","PROVIDERh","PROVIDERi","PROV_PLATFORMa","PROV_PLATFORMb","PROV_PLATFORMc","PROV_PLATFORMd","PROV_PLATFORMe","PROV_PLATFORMf","PROV_PLATFORMg","PROV_PLATFORMh","PROV_PLATFORMi","PROV_PEOPLE1","PROV_PEOPLE2","LOCNEWS_COVERAGE1","ROLEVALUES1","ROLEVALUES2","JOBVALUESa","JOBVALUESb","JOBVALUESc","JOBVALUESd","JOBVALUESe","JOBVALUESf","JOBVALUESg","MAIN_CONF","TOPICIMPORTa","TOPICIMPORTb","TOPICIMPORTc","TOPICIMPORTd","TOPICIMPORTe","TOPICIMPORTf","TOPICIMPORTg","TOPICIMPORTh","TOPICIMPORTi","TOPICIMPORTj","TOPICIMPORTk","TOPICINFOa","TOPICINFOb","TOPICINFOc","TOPICINFOd","TOPICINFOe","TOPICINFOf","TOPICINFOg","TOPICINFOh","TOPICINFOi","TOPICINFOj","TOPICINFOk","NEWSCONTRIB","INTERNET_IMPT","SOCMEDIA_IMPT","SOCMEDIA_ATTN","DIG_FEATURESa","DIG_FEATURESb","DIG_FEATURESc","DIG_FEATURESd","DIG_FEATURESe","DIG_FEATURESg","LOCAL_DEVICE","LOCALMEDIA_JOB","ROLECONNECTEDa","ROLECONNECTEDc","ROLECONNECTEDd","TALKJOUR","LOCALOPINIONS","LOCALACTIVITYa","LOCALACTIVITYb","LOCALACTIVITYc","LOCALACTIVITYd","LOCALACTIVITYf","FINANCE","LOCAL_NEWS_PAY","LOCAL_NEWS_DONT_PAY","LOCALGROUPSa","LOCALGROUPSb","LOCALGROUPSc","LOCALGROUPSd","LOCALGROUPSf","LOCALGROUPSg","LOCALGROUPSh","LOCALGROUPSi","F_METRO","F_CREGION","F_USR_SELFID","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_RACETHN","F_MARITAL","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_ACSWEB","F_VOLSUM","LOCAL_AREA","WEIGHT"
12784,2,2,2,1,3,3,2,3,3,1,2,4,4,4,3,2,3,4,3,4,4,NA,NA,1,1,3,NA,2,NA,NA,1,1,2,5,6,1,2,1,1,1,1,1,2,2,1,1,3,3,1,3,2,2,2,1,3,2,1,3,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,1,2,2,1,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,1,2,1,5,1,1,1,NA,1,8,1,1,1,2,"26420",1.1131224475
12785,1,2,1,1,2,2,1,1,2,4,2,3,1,3,3,2,3,3,3,3,4,2,2,1,1,1,1,1,2,NA,2,1,1,1,6,1,1,1,1,1,1,1,2,1,2,1,3,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,NA,NA,2,2,2,2,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,2,1,5,1,1,2,NA,2,7,1,1,1,2,"45300",0.4496872048
12786,2,2,2,1,3,2,3,3,3,3,1,5,4,4,4,4,3,3,4,3,4,NA,NA,NA,NA,1,4,NA,1,NA,3,1,1,5,2,1,1,1,2,1,2,2,3,4,2,1,3,4,3,4,4,3,4,2,NA,3,1,2,NA,2,NA,NA,2,NA,3,2,1,1,1,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,5,4,1,2,NA,2,5,2,1,1,2,"35620",0.9319450963
12787,1,1,1,1,3,2,1,1,3,3,2,3,1,2,4,2,3,4,4,2,4,1,2,NA,1,1,NA,NA,2,NA,2,1,1,6,5,1,1,1,1,1,1,1,1,1,2,1,3,3,1,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,3,1,2,2,2,1,1,2,2,1,1,2,3,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,4,2,2,2,1,6,1,1,3,1,1,8,1,1,1,1,"14260",0.4578365932
12788,2,3,2,2,1,1,1,1,4,4,2,3,1,1,2,4,2,4,4,4,4,1,99,99,NA,1,NA,NA,NA,NA,3,1,2,1,5,2,2,2,2,2,2,2,2,1,2,1,3,3,4,1,3,3,3,3,2,2,1,1,1,NA,1,3,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,2,2,2,2,2,2,2,3,2,4,2,2,2,2,2,2,2,2,1,2,2,4,1,2,3,1,3,1,NA,1,6,2,1,1,2,"17460",0.467172979
12789,2,1,2,1,4,4,2,1,4,2,2,1,3,2,2,2,3,3,1,3,4,1,1,1,1,1,1,2,2,NA,3,1,2,5,6,2,2,2,2,2,2,2,3,1,2,2,2,4,2,4,2,3,4,1,3,4,1,2,NA,2,NA,3,2,NA,3,2,3,3,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,3,2,4,2,1,2,2,2,2,2,99,2,3,3,4,1,3,2,1,5,3,1,1,2,3,1,1,1,"99999",0.9383438532
12790,1,1,1,1,1,1,1,1,3,4,2,1,1,1,2,2,2,2,2,3,99,1,1,99,99,1,2,1,99,NA,1,1,1,3,5,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,99,NA,NA,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,NA,2,1,2,1,2,2,2,2,1,2,1,4,2,1,5,1,5,3,2,2,99,99,1,0,1,"00001",0.535015727
12791,1,1,2,1,2,1,1,2,1,4,2,3,1,4,4,1,2,3,2,4,4,1,NA,NA,1,1,3,1,NA,NA,2,1,2,5,7,1,2,1,2,1,1,1,1,2,1,1,3,3,3,3,2,2,3,3,1,1,1,3,3,2,2,3,1,3,3,2,2,NA,NA,2,2,2,2,1,2,3,1,1,2,3,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,3,2,1,2,1,6,1,1,1,NA,1,9,1,1,1,1,"16740",0.6110267575
12792,2,2,2,2,4,2,1,1,4,4,2,3,1,4,4,1,4,4,4,4,4,1,NA,NA,1,NA,NA,NA,NA,NA,2,1,2,2,6,2,2,2,2,2,2,2,2,1,2,2,4,3,2,4,1,4,3,1,3,4,2,NA,3,2,NA,4,NA,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,2,2,2,2,1,2,4,2,2,2,2,2,2,2,2,1,3,3,3,2,3,1,3,4,2,NA,2,99,99,3,0,2,"00004",5.5754999479
12793,1,1,1,1,2,2,2,2,2,4,2,1,2,1,3,3,4,3,3,3,4,1,1,99,1,NA,99,99,99,NA,3,1,1,7,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,NA,NA,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,4,1,1,5,1,1,3,1,1,4,2,1,1,2,"00006",0.4767841122
12794,1,1,2,1,1,1,2,1,2,4,2,5,2,3,1,2,2,4,3,4,1,1,2,2,2,2,NA,2,NA,1,2,1,1,5,1,1,1,1,1,1,1,2,2,2,2,1,2,4,2,4,3,3,3,3,2,1,1,1,NA,3,NA,3,2,2,4,2,2,NA,NA,2,2,2,2,1,2,3,2,1,1,4,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,3,1,1,5,1,6,2,NA,2,1,3,1,1,2,"35300",0.169655919
12795,2,2,1,1,2,2,2,2,3,4,2,3,1,2,3,2,3,4,3,4,4,1,1,1,1,1,NA,2,NA,NA,1,1,1,5,6,2,1,2,2,2,2,1,2,2,2,1,4,3,3,4,3,2,3,2,2,2,2,NA,3,2,NA,2,2,3,3,2,2,NA,NA,2,2,2,2,1,2,2,2,2,3,4,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,3,2,2,3,1,1,1,NA,1,7,1,1,1,1,"00006",0.348780241
12796,1,3,2,2,2,2,4,3,2,2,2,4,4,4,4,4,4,4,3,4,99,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,1,5,6,2,2,2,2,2,2,2,4,2,4,2,3,3,4,4,4,3,3,4,2,NA,1,3,2,NA,NA,NA,2,2,NA,2,3,3,1,2,2,2,1,1,1,1,4,2,2,4,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,99,1,4,2,1,2,2,3,1,6,4,2,2,9,1,NA,1,2,"19740",3.6777967866
12797,2,2,2,1,1,1,2,2,1,2,2,5,2,3,2,1,4,2,2,1,4,1,2,1,1,NA,1,3,1,NA,2,3,2,6,5,1,1,1,2,1,1,1,1,2,1,1,2,2,1,3,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,3,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,3,2,2,1,1,6,1,6,2,NA,2,9,1,1,1,2,"19100",0.9353862176
12798,2,2,2,1,4,4,3,2,4,1,1,4,1,3,3,1,2,3,1,4,4,2,3,2,1,1,1,4,NA,NA,2,3,1,5,6,1,1,1,1,1,1,1,1,1,3,1,2,2,2,4,4,2,2,2,1,1,1,1,1,1,NA,NA,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,1,2,1,1,3,3,2,2,4,1,1,1,NA,1,7,1,1,1,1,"40380",0.2015837111
12799,2,2,2,2,4,4,2,2,2,2,1,5,3,2,3,3,2,3,2,3,3,3,2,3,2,1,2,3,2,1,2,2,2,6,7,1,1,1,1,1,1,1,2,2,2,2,2,2,1,3,2,3,3,3,2,2,3,2,2,3,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,NA,1,1,1,2,2,2,2,2,1,4,2,1,2,3,2,3,1,3,1,1,3,3,1,1,1,"41620",2.1267586442
12800,2,2,2,1,3,2,2,3,4,4,1,1,1,2,2,3,4,3,3,4,4,1,2,99,99,NA,1,3,NA,NA,2,1,2,5,3,2,1,2,99,1,2,1,2,2,2,1,2,2,2,3,3,3,3,2,2,2,1,1,1,2,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,1,4,3,4,1,2,4,1,1,4,1,1,99,99,1,1,2,"00001",0.6783039394
12801,2,1,2,1,2,2,2,2,1,3,2,5,3,3,3,4,4,3,2,4,4,2,2,2,NA,NA,2,2,NA,NA,2,1,1,5,3,2,2,2,2,2,2,2,3,2,2,1,3,2,2,3,3,2,3,1,3,3,2,2,2,2,3,2,2,3,3,2,2,3,1,2,2,2,2,1,1,2,3,1,1,1,2,1,2,2,1,2,2,3,2,3,2,1,2,2,2,2,2,2,2,3,3,4,2,1,5,1,1,1,NA,1,7,1,1,1,1,"00006",0.2825603655
12802,2,2,2,1,2,2,3,4,2,3,2,5,1,3,3,2,3,3,2,3,4,1,2,2,1,2,3,2,1,NA,2,1,2,1,3,2,2,2,1,2,2,2,3,1,2,1,2,3,2,3,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,1,3,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,NA,1,1,2,1,2,2,1,2,1,2,2,4,1,1,6,1,1,3,1,1,8,1,1,1,1,"31140",0.363294679
12803,2,1,2,1,2,2,1,1,1,2,1,3,1,4,4,2,4,4,4,2,4,1,NA,NA,1,NA,NA,NA,2,NA,2,1,2,6,5,1,1,1,1,1,1,1,1,1,2,1,2,1,99,2,3,2,1,1,1,1,1,2,1,NA,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,6,3,1,4,2,2,9,1,1,1,2,"35620",0.5888209304
12804,1,1,2,2,2,2,2,1,1,1,2,5,2,1,4,2,3,4,2,2,99,1,2,NA,1,1,NA,1,1,NA,1,1,1,1,5,2,1,2,1,2,2,1,2,2,2,1,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,1,1,1,2,2,3,1,4,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,99,1,2,2,2,2,1,5,1,1,1,NA,1,8,1,1,1,1,"00005",1.258370848
12805,1,1,2,1,2,2,2,3,1,1,1,3,1,3,4,2,3,3,4,2,4,1,3,NA,1,99,1,NA,2,NA,1,2,1,99,6,1,1,1,1,1,1,1,2,1,2,1,2,2,1,4,2,2,3,2,2,1,3,4,2,2,NA,3,4,3,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,2,3,1,2,4,3,1,3,1,1,8,1,1,1,2,"26420",0.9265255187
12806,2,1,1,1,2,1,1,1,2,3,1,1,1,1,2,2,2,2,2,3,4,1,2,1,1,2,1,1,99,NA,2,1,1,5,1,1,2,2,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,1,3,3,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,NA,2,1,2,1,2,2,1,1,1,2,2,3,2,1,6,1,1,3,2,2,9,1,1,1,1,"00004",0.2677954688
12807,2,1,1,2,2,2,2,1,4,4,2,1,3,2,2,3,3,2,2,3,4,1,1,1,1,1,3,2,2,NA,1,1,2,6,5,2,2,2,2,2,2,2,3,3,2,2,2,3,2,3,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2,2,1,1,2,1,2,3,2,4,1,1,1,2,1,1,2,1,1,1,2,3,2,1,6,9,3,2,NA,2,6,2,1,1,1,"37980",0.3805939812
12808,2,2,1,2,4,4,4,4,4,1,2,4,3,1,3,1,4,4,3,3,1,1,1,1,1,NA,NA,1,2,2,2,1,2,1,5,2,2,2,2,2,2,2,3,1,1,1,4,3,1,4,1,2,1,1,2,2,1,NA,2,1,NA,2,2,2,3,2,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,3,2,4,6,4,2,2,3,3,3,1,2,"41180",6.8690580804
12809,1,2,2,1,2,1,2,3,3,4,2,5,2,2,4,2,4,4,4,4,4,1,1,NA,1,NA,NA,NA,NA,NA,3,1,1,5,1,2,2,2,2,2,2,2,4,2,1,1,4,4,2,4,1,2,4,4,2,2,1,NA,NA,3,NA,2,2,NA,NA,2,1,NA,NA,1,2,2,2,1,1,1,4,4,3,4,2,2,2,2,1,2,1,4,2,4,2,1,2,2,2,1,2,1,1,4,2,3,1,3,2,3,1,1,NA,1,7,1,1,1,2,"00005",2.2681544298
12810,1,1,1,1,2,2,2,1,2,2,1,5,2,3,2,1,2,2,3,2,4,3,2,1,1,2,3,4,1,NA,2,1,1,5,1,1,1,1,1,1,1,1,1,3,2,1,2,3,1,4,3,3,4,3,2,2,1,3,2,3,NA,2,3,NA,3,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,NA,1,2,2,2,2,2,2,99,1,2,2,3,2,1,5,1,6,2,NA,2,8,1,1,1,1,"33460",0.2443550838
12811,1,1,2,2,1,2,1,2,1,2,2,4,2,2,3,2,2,3,4,2,1,2,3,2,2,2,3,NA,2,1,2,1,1,5,3,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,3,2,2,2,3,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,3,3,1,2,NA,2,3,3,3,1,2,"33100",0.8259719222
12812,2,1,1,1,2,2,1,1,2,2,1,3,1,2,2,2,3,3,3,1,4,1,1,1,1,1,4,3,2,NA,1,3,1,1,5,1,2,1,2,1,1,1,2,1,2,1,2,3,3,3,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,NA,1,1,1,2,1,1,1,99,2,3,3,2,2,2,3,1,1,3,2,2,4,2,1,1,1,"99999",0.485956584
12813,2,2,1,1,3,3,2,1,2,3,2,3,1,4,4,4,4,4,4,3,4,1,NA,NA,NA,NA,NA,NA,1,NA,3,1,1,1,6,1,1,1,1,1,1,1,2,1,4,1,3,2,1,3,3,1,1,3,1,NA,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,2,3,2,2,5,2,3,1,2,"00005",5.7965022697
12814,1,2,2,1,2,2,3,3,2,4,1,1,4,4,1,4,2,4,4,2,4,NA,NA,1,NA,1,NA,NA,1,NA,2,1,1,7,6,1,1,1,2,1,2,1,2,1,2,1,2,2,2,4,3,3,4,4,1,2,1,1,1,1,NA,2,1,NA,NA,2,2,NA,NA,2,2,2,1,1,2,1,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,2,2,2,4,1,1,4,1,1,8,1,1,1,2,"12420",1.9301651808
12815,2,2,2,1,3,3,2,3,3,2,1,4,3,4,3,3,3,3,2,3,3,3,NA,3,3,3,3,3,2,2,3,3,1,5,7,1,1,1,1,1,1,1,2,1,2,1,3,4,1,3,3,3,3,1,2,2,1,1,NA,1,2,2,2,2,2,2,1,3,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,99,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,1,3,1,3,1,2,NA,2,3,3,3,1,2,"00005",7.8221918596
12816,1,1,1,1,1,1,1,2,3,2,2,1,4,2,1,3,2,1,3,1,4,NA,2,2,1,2,3,3,1,NA,1,1,1,7,3,2,1,1,1,2,2,1,3,2,1,2,1,2,4,4,2,1,3,4,3,3,1,2,3,NA,NA,3,2,3,NA,2,1,2,1,2,2,1,1,1,1,3,2,1,1,2,1,1,1,1,1,1,1,3,1,NA,1,2,2,1,2,2,1,1,2,4,2,3,1,1,6,1,3,2,NA,2,3,3,1,1,1,"99999",0.5769471922
12817,2,2,2,1,2,99,2,99,2,2,1,4,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,3,1,5,6,2,2,2,1,2,2,2,3,3,99,2,3,2,3,3,4,3,3,2,2,NA,1,2,2,2,2,NA,2,2,99,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3,2,4,1,2,3,1,1,1,NA,1,4,2,1,1,2,"00006",0.7137617455
12818,1,2,1,2,3,2,1,1,1,1,1,5,1,3,4,1,2,4,3,1,99,1,3,NA,1,3,NA,3,2,NA,2,3,2,1,5,2,1,2,2,2,1,1,2,1,2,1,3,4,1,3,3,2,1,2,2,3,1,1,NA,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,99,99,99,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,99,1,3,2,2,1,2,3,1,1,1,NA,1,8,1,1,1,2,"12060",2.1027833337
12819,4,4,2,2,99,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,6,1,1,1,1,1,1,1,4,4,4,1,4,4,4,4,4,4,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,1,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,1,4,3,1,2,2,3,2,2,2,NA,2,3,3,1,1,2,"38060",2.327686719
12820,2,2,1,1,2,1,2,2,2,2,2,1,2,1,3,3,3,3,3,3,4,1,1,3,1,3,4,1,2,NA,2,1,1,5,6,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,3,2,3,3,1,1,1,1,1,1,NA,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,NA,2,2,2,2,2,2,2,2,1,2,1,3,2,1,5,1,6,3,2,2,3,3,1,1,2,"16980",0.3464547719
12821,1,2,2,2,1,2,2,3,1,1,1,3,1,1,1,1,1,1,1,3,4,1,1,2,1,1,1,2,1,NA,1,1,2,5,2,2,1,2,2,1,1,1,3,1,1,1,3,3,2,4,2,3,2,2,1,1,1,2,2,2,NA,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,4,2,1,2,2,1,2,2,99,1,3,2,3,2,1,6,2,1,2,NA,2,7,1,3,1,1,"13820",0.3789781338
12822,2,1,1,1,3,2,1,1,2,1,1,4,1,3,2,2,4,3,2,2,4,3,1,3,1,NA,1,4,2,NA,2,1,1,5,1,1,1,1,2,1,1,2,2,2,1,1,4,4,2,4,2,2,1,2,1,2,2,NA,NA,1,NA,2,3,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,NA,2,1,2,2,2,2,1,99,1,3,2,2,1,2,3,1,3,1,NA,1,4,2,1,1,1,"00006",0.7397626843
12823,1,1,1,1,1,1,2,1,1,3,1,5,4,1,3,4,3,2,3,4,4,NA,2,3,NA,2,3,4,NA,NA,3,1,1,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,4,2,1,1,1,1,1,NA,NA,2,NA,NA,2,1,2,1,2,2,1,2,1,1,1,1,1,1,4,2,2,2,2,2,2,2,4,1,NA,2,2,2,2,2,2,1,2,1,1,2,4,2,1,5,1,1,2,NA,2,8,1,1,1,1,"35620",0.2067675235
12824,1,2,2,1,1,1,3,2,1,3,2,1,1,1,3,3,4,1,2,4,4,1,1,1,1,NA,1,1,NA,NA,4,NA,2,5,6,1,1,1,1,1,1,1,1,2,2,1,1,2,1,3,2,3,2,1,1,2,1,1,1,1,1,1,3,2,1,2,3,99,1,2,2,2,2,2,2,2,2,1,1,3,2,1,2,1,1,2,2,1,1,NA,1,2,2,1,2,2,2,99,1,3,2,4,1,1,6,1,1,2,NA,2,8,1,1,1,1,"35840",0.1224982356
12825,2,1,2,1,2,2,2,1,1,1,2,4,2,2,4,1,4,3,4,1,99,3,2,NA,1,NA,4,NA,2,NA,2,3,1,5,6,1,2,2,1,1,1,1,2,1,2,1,2,2,1,3,2,2,2,2,2,2,1,2,2,1,2,3,2,3,3,2,2,2,1,2,2,1,2,1,1,3,2,1,1,1,2,2,2,2,2,2,1,2,1,NA,2,2,2,2,2,2,2,2,1,1,1,2,2,1,5,1,1,2,NA,2,8,1,1,1,1,"25420",0.5076105465
12826,1,2,2,2,2,2,2,3,4,4,2,3,2,2,4,4,2,2,2,3,4,1,1,NA,NA,1,1,1,1,NA,1,1,2,1,6,1,1,2,2,1,2,2,2,2,2,1,2,3,3,3,3,2,2,3,2,2,1,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,99,2,2,2,2,2,2,2,1,2,2,2,2,2,99,2,2,2,2,1,4,2,4,1,1,5,1,1,1,NA,1,6,2,1,1,2,"36260",0.5322899936
12827,1,1,2,2,4,4,2,2,1,2,1,5,2,4,4,2,3,3,2,2,4,1,NA,NA,1,2,2,3,1,NA,2,1,2,6,3,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,1,2,1,3,2,2,2,1,5,1,1,3,1,1,7,1,1,1,1,"12420",0.2512465419
12828,2,1,1,1,3,2,3,2,3,2,2,4,3,4,4,3,4,4,3,2,4,99,NA,NA,99,NA,NA,2,2,NA,1,1,2,99,99,2,1,2,1,2,2,2,3,99,2,2,4,4,2,4,4,2,3,2,NA,99,2,NA,NA,2,NA,NA,2,99,99,2,2,2,99,2,2,1,1,1,2,2,3,2,3,2,2,99,2,2,2,2,2,99,2,99,2,1,2,2,2,2,2,2,2,3,3,3,2,3,2,1,1,1,NA,1,99,99,1,1,2,"99999",1.5145789671
12829,1,1,1,1,2,1,2,1,1,3,1,3,1,2,3,3,4,1,3,4,4,1,1,99,1,NA,2,3,NA,NA,1,1,1,7,6,1,1,1,1,1,2,1,2,2,2,1,1,3,1,1,3,2,1,3,2,3,1,2,3,3,1,3,2,1,3,2,2,2,2,1,1,2,2,1,1,1,1,2,1,4,1,1,2,2,2,1,1,3,1,NA,2,2,2,1,2,2,2,2,1,2,1,4,1,1,6,1,1,3,1,1,9,1,1,1,2,"18140",0.3605580471
12830,2,2,1,1,3,2,2,2,2,1,2,4,2,4,4,3,3,3,1,2,4,1,NA,NA,99,3,1,1,2,NA,2,1,2,6,5,99,1,99,1,1,2,2,2,1,1,1,3,3,1,4,2,1,4,2,2,2,1,3,2,3,NA,2,2,NA,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,4,1,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,3,4,2,2,4,1,1,1,NA,1,5,2,1,1,2,"00005",0.5654273897
12831,2,1,2,2,3,2,2,2,1,3,1,5,2,3,3,1,4,3,2,2,2,1,2,2,1,NA,2,3,1,1,1,1,2,3,1,2,2,2,2,2,2,2,4,2,2,1,4,2,1,3,1,2,1,2,2,2,1,NA,1,1,2,1,1,1,2,2,1,3,1,2,2,2,2,1,1,2,4,1,1,4,2,2,2,2,99,1,1,3,2,4,2,2,1,2,2,2,2,2,1,3,3,2,1,1,6,1,1,1,NA,1,9,1,1,1,2,"00001",1.4485388269
12832,2,3,99,1,2,2,2,2,3,1,1,3,2,2,2,2,2,2,2,2,99,1,1,1,1,2,1,1,1,NA,2,2,1,1,7,1,1,1,1,1,1,1,2,2,3,1,2,4,3,3,2,2,1,2,3,3,1,2,NA,1,2,3,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,3,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,5,3,1,3,99,9,6,2,99,1,1,"33340",0.3012250126
12833,2,3,2,1,3,3,2,2,4,3,1,3,2,4,4,3,4,4,4,4,4,1,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,5,7,1,1,1,1,1,1,1,1,1,2,1,3,3,2,2,2,3,3,2,1,1,1,2,1,1,1,1,1,1,1,2,2,3,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,2,1,5,1,6,1,NA,1,3,3,1,0,2,"00006",1.6058936864
